TITLE,LIKES,SHARES
The Phnom Penh Municipal Court has charged nine former employees of the integrated resort NagaWorld on January 3 with “incitement to commit a felony” in accordance with articles 494 and 495 of the Criminal Code that covers the staging of protests for more than 10 consecutive days.,67,4
The Cambodian Human Rights Committee (CHRC) is reviewing the case of a 14-year-old boy who was sentenced to four years in prison by the Tbong Khmum Provincial Court for attempted murder by poisoning.,18,0
Police in Battambang province’s Sampov Loun district are searching for two more suspects after one of their accomplices was arrested in connection with the beheading of a young man at the quarantine centre in O’Lvea village of the district’s Chrey Seima commune on the night of January 1.,13,2
Kampot land dispute between farmers and miner investigated,4,0
The Grassroots Democratic Party (GDP) and Kampucheaniyum Party (KP) demand that the National Election Committee (NEC) fall back on the utilisation of the election rules and procedures that were in force prior to recent changes for this year’s 5th mandate commune council elections scheduled for June 5.,2,0
A man swallowed poison and then hung himself after killing his 14-year-old stepdaughter under shocking circumstances.,23,1
"Indonesia, the world’s biggest exporter of coal used in electricity generation, on January 1 said it has banned January exports of the fuel in a move aimed at safeguarding its domestic power supply.",9,0
"Philippine Airlines (PAL) has completed a financial restructuring plan that wiped out $2.1 billion in debts, bolstering its bid to recover from losses due to the global health crisis.",11,0
"The price of bitcoin hit record highs in 2021 thanks to support from traditional finance, but cryptocurrency specialists are struggling to predict 2022’s outcome for the volatile sector.",8,0
"China's birth rate in 2020 is likely to be 8.52 per 1,000, below 10 for the first time, while the natural population growth rate during the same period is expected to be 1.45 per 1,000, according to China Statistical Yearbook 2021 released by the National Bureau of Statistics.",20,2
"A preliminary South African government study published on December 30 showed a booster of the Johnson & Johnson (J&J) Covid vaccine was 85 per cent effective in preventing hospitalisation from the Omicron variant, a finding that helps revive the shot’s reputation.",13,1
"Cambodia's agricultural exports in 2021 reached 7,984,251.83 tonnes, a surge of 63.83 per cent or 3,110,790.73 tonnes year-on-year, and generated $4,967,852,713, according to Minister of Agriculture, Forestry and Fisheries Veng Sakhon.",11,0
"Bilateral trade between Cambodia and Canada was valued at about $822 million in the first 10 months of 2021, marking a 26 per cent year-on-year surge, and many economists are hopeful that an ASEAN-Canada free trade agreement (FTA) would be able to create a more favourable environment and further accelerate that growth rate.",16,2
"The Ministry of Commerce has prepared the Certificate of Origin (CO) forms for the Regional Comprehensive Economic Partnership (RCEP), the world’s largest trade pact that entered into force on January 1, on the same day as the Cambodia-China Free Trade Agreement (CCFTA)",6,1
"Despite bringing Covid-19 infections under steady control and making headway in its vaccination roll-out, Thailand is once again on edge as the tourism sector frets over entry curbs that aim to slow the spread of the Omicron variant.",17,0
"The Ministry of Public Works and Transport has announced a new schedule for providing mobile vehicle inspection services in the provinces on January 2, urging people to bring their vehicles to be inspected at the designated locations in a timely manner.",28,1
Here’s some of Cambodia’s highlights over the course of 2021 starting with a pandemic recap.,0,0
"With WB Finance having received its commercial banking licence to become Woori Bank Cambodia, the Kingdom’s banking sector can rely on a financial institution with the strength of a lineage that can be traced back some 123 years.",8,1
New chapter in banking begins with Woori Bank Cambodia,9,2
CEO: ‘Most trusted financial institution for all Cambodians’,10,1
Chairman: ‘Cambodia is a very integral market to Woori Bank’,16,1
"The government has exempted 757 vehicles that bear police licence plates from import taxes and the value-added tax (VAT), because payment of such fees on state-owned vehicles would fall under the responsibility of the state.",65,4
"There were nearly 1,500 fatalities from road accidents in 2021, a decrease of 150 or about 9 per cent compared to 2020, which had more than 1,600 people killed on the Kingdom’s roads.",35,2
The provincial tourism departments across the country said over 1.1 million domestic tourists visited different tourist attractions throughout the Kingdom for the New Year holiday.,19,0
"Despite a sharp decrease in Cambodia’s Covid-19 cases, the Ministry of Health and World Health Organisation (WHO) in Cambodia have called on the public to maintain caution and adhere to protective measures to avert a “disaster”.",20,1
